X,Y,OBJECTID,reference,dateofocc,subreg,hostility_d,victim_d,description,hostilitytype_l,victim_l,navarea
-44.1333332998813,-22.8999999997657,11,1997-82,1997/10/22 00:00:00+00,24,PIRATES,CONTAINERSHIP ZIM MONTEVIDEO,"BRAZIL:                                                                                                                                       The 15,922-ton Antigua flagged containership (Zim Montevideo) was      robbed while docked in Guanabara Bay, Rio De Janeiro, Brazil in the    early hours of 22 Oct 97. Aprox 15 men were dressed in scuba gear and  armed with sub machine guns, boarded the ship from small boats using   ropes to scale the side. The thieves took electronic equipment from a  container.",1,3,V
120.916664000161,14.48333400014,12,1997-83,1997/10/17 00:00:00+00,91,PIRATES,CONTAINERSHIP YI HE,"PHILIPPINES                                                                                                                                        The 21,609 ton Chinese flag containership Yi He was boarded       in Manilla Bay 17 Oct 97 by four armed men operating from a small      boat. The crew of 30 was held at gunpoint while being robbed of their  valuables, and an engineer was shot & killed when he resisted. The     ship's cargo was not touched.",1,3,XI
101.000000000014,12.2833333000365,13,1997-84,1997/09/30 00:00:00+00,93,PIRATES,CARGO SHIP TRONO,"THAILAND                                                                    The 10,967 ton Panamanian flag cargo ship Trono was attacked      by pirates during the night of 30 Sep 97 near Map-Ta-Phut, Thailand.   Stores and money were stolen but no injuries reported to the crew.",1,3,XI
103.499999999646,1.14999999997781,14,1997-85,1997/11/04 00:00:00+00,71,PIRATES,TANKER NORTHSEAS BELLOWS,"STRAITS OF MALACCA                                                                                                                                 The 43,398 ton Danish flag tanker Northsea Bellows was attacked   in the Singapore straits area of the Straits of Malacca in the         morning of 04 Nov 97. Three intruders were discovered onboard and      leaped overboard after doing minor damage to the ship's accomodation   and two doors. The ship was enroute from the Arabian Gulf to Japan.",1,9,XI
101.166666700411,7.2499999999053,15,1997-86,1997/10/26 00:00:00+00,93,PIRATES,TANKER ORIENTAL CITY,"THAILAND                                                                                                                                           The 192 ton Honduran flag tanker Oriental City was seized by      pirates in International waters in the Gulf of Thailand off Songkhla   on 26 Oct 97. The ship was carrying aprox 1 million liters of diesel   fuel and was located after a seven hour search by Thai naval ships.    The ship was recovered about 200 miles south east of Songkhla, Thai    naval personnel arrested three Indonesians and eight Thais who were    in control of the ship.",1,9,XI
70.2249999997611,23.0361110999631,16,1997-78,1997/08/09 00:00:00+00,63,PIRATES,NORMAR SPLENDOUR,"INDIA - ROADS OF KANDLA                                                                                                                       The 4,159 gross ton Liberian-flagged tanker (Normar Splendour) was     boarded by pirates at 0100 local time while it was in the Roads of     Kandla, India on 09 Aug 1997. Upon hearing the ship's alarm the        pirates fled but were able to steal one television set. There were no  injuries to the crew.",1,11,VIII
41.999999999905,13.9999999998988,17,1997-87,1997/11/08 00:00:00+00,62,PIRATES,YACHT POLOFLAT,RED SEA: ERITRREA-ZUBAYR ISLANDS                                                                                                                   The Australian-flag yacht Poloflat had been attacked by pirates   while on the Red Sea close to the Zubayr Islands. The attackers in     small boats fired at the yacht damaging its sails but did not injure   any personnel onboard. The yacht skipper defended himself with home    made Molotov Cocktails after which the attackers desisted.,1,8,IX
14.5500000002313,35.8166659995694,18,1997-70,1997/08/16 00:00:00+00,53,ASSAILANTS,MERCHANT VESSEL,"Mediterranean Sea                                                                                                                             Malta: The Bunkering vessel (Seagull) (NFI) was boarded in port at     Hay Wharf, Marsamxett, Malta at 1230 16Aug97 by two men who stole      cash, checks and credit cards after tying up a watchman and            ransacking the vessel's safe.",1,5,III
-79.8833310003469,-2.20000000008554,19,1997-71,1997/08/15 00:00:00+00,22,ASSAILANTS,MERCHANT VESSEL,"Ecuador                                                                                                                                       The 17,367 gross ton Bahamian flagged general cargo ship (Illapel)     was boarded by two armed robbers while it was at anchor in the outer   roads of Guayaquil, Ecuador on 15AUG97. At 0120 local time two armed   robbers climbed aboard the ship from the starboard side near the       forecastle. The robbers were noticed by a watchman and the alarm was   sounded. The robbers then jumped overboard and were picked up by a     waiting boat. Four containers were unsealed but none of them opened.   There were no injuries. The local authorities were notified and four   armed watchmen were sent and arrived onboard at 0350.",1,5,XII
114.094999999912,22.3049999996143,20,1997-72,1997/08/20 00:00:00+00,93,ASSAILANTS,MERCHANT VESSEL,"Thailand                                                                                                                                      The 11,356 gross ton Maltese flag bulk carrier (Aro) was boarded by    approximatetly five to eight persons while at the Laem Chabang         Anchorage. The boarding occured at 0300 20AUG97 and was accomplished   using a line with a grappling hook. The intruders were seen by the     watchmen and the duty officer who sounded the ship's alarm. The        thieves damaged the paint locker and the forecastle lock and took      15 tins of paint and an Hatch Tarpaulin.",1,5,XI
9.68333300029838,4.05000000034141,21,1997-73,1997/08/23 00:00:00+00,57,ASSAILANTS,MERCHNANT VESSEL,"CAMEROON, PORT DOUALA.                                                                                                                        THE 12,445 GROSS TON BAHAMAS-FLAG CONTAINER SHIP (CMBT EXPRESS), WAS   BOARDED IN PORT AT DOUALA, CAMEROON BY A GROUP ARMED WITH KNIVES AT    0330 23 AUG. THE INTRUDERS OPENED FOUR TWENTY-FOOT CONTAINERS WITH     MIXED CARGO AND WERE CARRYING OFF THE CONTENTS WHEN THEY WERE CHASED   BY THE SHIP'S CREW.",1,5,II
88.3374999998184,22.5691666996161,22,1995-125,1995/10/10 00:00:00+00,63,PIRATES,YUN CHENG,ON 10 OCT 95 THE CHINESE-FLAGGED GENERAL CARGO SHIP YUN CHENG          WAS BOARDED BY TWO ARMED PIRATES WHILE IN THE HOOGHLY RIVER            PROCEEDING TO CALCUTTA. THE PIRATES DEPARTED WITHIN 15 MINUTES.        THE CREW WAS UNHARMED. THERE WERE NO REPORTS ON ITEMS OR MONEY         STOLEN.,1,11,VIII
114.683334000143,22.066668000341,23,1995-115,1995/08/10 00:00:00+00,93,ASSAILANTS,PRESIDENT HARRISON,"ON 10 AUG 95, AT 1930 LOCAL TIME, THE U.S.-FLAGGED CONTAINERSHIP       PRESIDENT HARRISON TOOK EVASIVE ACTION AND OUTMANEUVERED A             THREATENING SPEEDBOAT. THE INCIDENT TOOK PLACE IN 22-04N 114-41E,      ABOUT 40NM SOUTHEAST OF HONG KONG, IN THE INTERNATIONAL WATERS OF THE  NORTHERN SOUTH CHINA SEA. LOOKOUTS INFORMED THE BRIDGE OF THE          APPROACHING SPEEDBOAT.",1,11,XI
79.8000030000066,6.94999999980564,24,1995-116,1995/08/02 00:00:00+00,63,PIRATES,NEDLLOYD SAO PAULO,"ON 02 AUG 95, AT 2010 LOCAL TIME, WHILE AT ANCHOR IN COLOMBO ROADS     1.5NM FROM THE PORT ENTRANCE BREAKWATER, THE GERMAN-FLAGGED            CONTAINERSHIP NEDLLOYD SAO PAULA WAS BOARDED BY 20 PIRATES. THE        ROVING DECKWATCH SIGHTED SEVEN BOATS TIED ALONGSIDE THE SHIP AND       IMMEDIATELY NOTIFIED THE BRIDGE. THE BRIDGE ALERTED THE ENTIRE CREW    AT WHICH POINT THE PIRATES JUMPED OFF THE VESSEL AND RETURNED TO       THEIR BOATS. THE PIRATES BROKE INTO TEN CONTAINERS.",1,11,VIII
108.083335999842,0.750000000144723,25,1995-117,1995/08/22 00:00:00+00,71,PIRATES,ESSBERGER PILOT,"ON 22 AUG 95, AT ABOUT 2200 LOCAL TIME, WHILE ENROUTE TO LABUAN,       MALAYSIA THE SINGAPOREAN-FLAGGED CHEMICAL TANKER ESSBERGER PILOT       WAS BOARDED BY PIRATES IN 00-45N 108-05E. THE PIRATES ATTEMPTED TO     GAIN ACCESS TO CREW ACCOMMODATIONS THROUGH MAIN DOORS AND AFT          STEERING FLAT. PIRATES COULD NOT GAIN ENTRY TO ACCOMMODATIONS          AS THESE AREAS WERE SECURED.",1,11,XI
-43.1666680000629,-22.8999999997657,26,1995-118,1995/08/23 00:00:00+00,24,PIRATES,NEDLLOYD CRISTOBAL,"ON 23 AUG 95, AT 0345 LOCAL TIME, SIX PIRATES BOARDED THE              BAHAMIAN-FLAGGED GENERAL CARGO SHIP NEDLLOYD CRISTOBAL WHILE           ANCHORED IN RIO DE JANEIRO INNER ROADS. THE MASTER SOUNDED THE         GENERAL ALARM, PLACED THE SHIP'S WHISTLE IN AUTOMATIC MODE, AND        NOTIFIED PORT AUTHORITIES. THE CREW LOCKED DOORS AND HID IN THEIR      CABINS. AFTER 1.5 HOURS THE PIRATES LEFT THE VESSEL. NO INJURIES       REPORTED AND NO SIGNS OF DAMAGE OR THEFT.                              AT 1950 LOCAL TIME THE SAME DAY, PIRATES ATTACKED THE VESSEL WHILE     BERTHED AT TECONT QUAY. USING FIREARMS THE PIRATES TOOK THE MASTER     AND FIVE CREWMEN HOSTAGE. THE PIRATES DISCHARGED CARGO OF CIGARETTES   FROM A CONTAINER INTO A LAUNCH ON THE SEA SIDE. UPON COMPLETION THE    PIRATES ESCAPED BY LAUNCH AND THE GANGWAY.",1,11,V
-82.6333310002109,14.3666670001358,27,1995-119,1995/08/16 00:00:00+00,28,THIEVES,F/V LADY DIANA,"ON 16 AUG 95 THIEVES BOARDED THE HONDURAN-FLAGGED FISHING VESSEL       LADY DIANA OFF CAYOS MISKITOS, APPROXIMATELY 40NM OFF THE              NICARAGUAN COAST. THE SHIP'S CATCH WAS STOLEN AND THE CREW ROBBED.     A SIMILIAR ATTACK OCCURRED AGAINST ANOTHER UNNAMED FISHING VESSEL,     OWNED BY THE SAME COMPANY, ON 21 AUG 95. BOARDINGS AND ROBBERIES       AGAINST FISHING VESSELS COMMITTED BY SMALL BANDS OF ARMED THIEVES,     USING SMALL AND FAST SPEEDBOATS, ARE REPORTEDLY PREVALENT IN THIS      AREA.",1,4,IV
-66.550000000323,16.6500000000294,28,1995-120,1995/07/20 00:00:00+00,25,STOWAWAYS,GUR MAIDEN,"ON 20 JUL 95 STOWAWAYS ABOARD THE BAHAMIAN-FLAGGED GENERAL CARGO       SHIP GUR MAIDEN OVERTOOK THE CREW AND DEMANDED PASSAGE TO THE          UNITED STATES. THE SHIP DEPARTED RIO HAINA, DOMINICAN REPUBLIC ON      17 JUL ENROUTE FREEPORT, BAHAMAS. IT IS UNCLEAR WHETHER THE CREW       OR U.S. COAST GUARD THWARTED THE ATTEMPTED HIJACKING.",6,11,IV
80.0833333000708,9.26666669986713,29,1995-121,1995/08/28 00:00:00+00,63,REBELS,IRISH MONA,"ON 28 AUG 95 THE SRI LANKAN FERRY IRISH MONA WAS HIJACKED BY TAMIL     REBELS. ON 29 AUG 95 THE REBELS USED THE FERRY TO LURE AND SINK        TWO SRI LANKAN NAVAL PATROL BOATS OFF MULLAITIVU (09-16N 080-05E),     NORTH OF TRINCOMALEE ON THE EAST COAST OF SRI LANKAN. THE FERRY        NORMALLY CONDUCTS TRANSPORTS BETWEEN THE EAST AND WEST COASTS OF       SRI LANKA, TRANSITING AROUND THE NORTH END OF THE ISLAND IN WATERS     SUBJECT TO REBEL ATTACKS. REPORTEDLY THE REBELS GAINED ACCESS TO       THE FERRY BY ISSUING A DISTRESS SIGNAL WHICH THE FERRY ANSWERED.       IT IS REPORTED THAT ON 7 SEP THE REBELS FREED 121 OF APPROXIMATELY     144 PASSENGERS AND CREW.",1,11,VIII
-46.2999990002965,-23.9500009997109,30,1995-122,1995/08/15 00:00:00+00,24,THIEVES,MERCHANT VESSEL,ON 15 AUG 95 A BAND OF SEVEN THIEVES BOARDED AN UNIDENTIFIED           MERCHANT SHIP WHILE ANCHORED OFF SANTOS AWAITING BERTH. THE            THIEVES GAINED ACCESS TO THE SHIP USING GRAPPLING HOOKS. THE           THIEVES HELD THE DECKWATCH AT GUNPOINT WHILE THEY BROKE INTO           SEVEN CONTAINERS. THE INCIDENT LASTED BETWEEN 10-20 MINUTES            AND THERE WERE NO REPORTS OF ITEMS STOLEN.,1,5,V
103.499999999646,7.50000000013819,31,1995-123,1995/08/13 00:00:00+00,93,PIRATES,ANNA SIERRA,"ON 13 SEP 95 APPROXIMATELY 25-30 PIRATES, ARMED WITH MACHINE GUNS      AND WEARING MASKS, HIJACKED THE CYPRIOT-FLAGGED GENERAL CARGO SHIP     ANNA SIERRA IN THE GULF OF THAILAND, 70NM SOUTHEAST OF BANGKOK.        THE VESSEL WAS ON A VOYAGE FROM KO SI CHANG, THAILAND TO MANILA,       PHILIPPINES CARRYING 12,000 TONS OF BAGGED SUGAR (US$4 MILLION).       THE MASTER AND 22 CREWMEMBERS WERE HANDCUFFED IN PAIRS AND LOCKED      IN THE ENGINE ROOM FOR TWO DAYS BEFORE BEING SET ADRIFT IN SMALL       DINGHIES. ON 16 SEP THE CREW WAS RESCUED BY A VIETNAMESE FISHING       VESSEL. PRIOR TO THEIR REMOVAL THE CREW NOTICED THE PIRATES CHANGED    THE VESSEL'S NAME AND REPAINTED HATCH COVERS AND OTHER EASILY          ACCESSIBLE AREAS OF THE SHIP. THE PIRATES SAILED THE VESSEL TO THE     SOUTHERN CHINESE PORT OF BEIHAI, WHERE IT ARRIVED 20 SEP CARRYING      AN ASSUMED IDENTITY (ARTIC SEA) AND REGISTRATION (HONDURAN-            FLAGGED).",1,11,XI
48.000000000099,11.9999999998341,32,1994-42,1994/09/10 00:00:00+00,62,ASSAILANTS,MERCHANT VESSEL,"A BIMCO owner member reports an incident which took place off the      Somali coast in the Gulf of Aden on 10 September 1994. The vessel      had sheltered off the coast during heavy weather. At 1538 hrs GMT      she was underway at a speed of 12.2 knots when an unmarked boat        about 20 metres in length, with a white hull and red                   superstructure, approached the vessel and began to fire without        warning.                                                                                                                                      The vessel under attack broadcast a mayday call, which resulted        with the pursuing boat making radio contact, claiming to be the        Somali Coast Guard. Assurances were made that the firing would         stop and the boat followed the vessel for a short time before          returning to the coast.",1,5,IX
112.00000000037,16.5000000004293,33,2015-170,2015/07/31 00:00:00+00,93,Pirates,Fishing Ship,"VIETNAM: On 31 July near position 16-30N 112-00E, the Vietnam-flagged fishing ship QNg 96507 TS reported that a group of pirates from three Chinese ships boarded the fishing ship, attacked the crewmen and ransacked the ship in an area of the western Paracel Island group. The Chinese ships were white and carried the numbers 46102, 45101 and 37102 on their hulls. Several of the Vietnamese fishermen were reportedly able to obtain photographs of the boarding and robbery as it occurred.",1,4,XI
70.2166667001745,23.0166667000869,34,2015-171,2015/07/24 00:00:00+00,63,Robbers,Product Tanker,"INDIA: On 24 July, at 0445 local time, a duty watchman informed the duty officer on the bridge that two robbers had boarded an anchored product tanker via the forecastle near position  23-01N 070-13E, Kandla Port Anchorage. The alarm was raised and the crew was mustered. Seeing the crew's alertness, the robbers escaped with stolen ship's properties.",1,9,VIII
70.2166667001745,23.0166667000869,35,2015-172,2015/07/23 00:00:00+00,63,Robbers,Product Tanker,"INDIA: On 23 July, at 2345 local time, a duty officer on board an anchored product tanker noticed two robbers had boarded the ship using a ladder in a small boat near position 23-01N 070-13E, Kandla Port Anchorage. Ship's Master raised the general alarm followed by a general loudspeaker announcement. All of the crew gathered on the forecastle deck. Upon hearing the alarm and seeing crew's alertness, the robbers jumped overboard and escaped. Nothing was reported stolen. The Port Control was informed and a security message was sent to all vessels on VHF Channel-16.",1,9,VIII
101.98333330015,2.05000000027673,36,2015-173,2015/08/08 00:00:00+00,71,Pirates,Tanker,MALAYSIA: Malaysian authorities have located the tanker MT Joaquim on 9 August near position  02-03N 101-59E in the Malacca Straits. The tanker was hijacked on 08 August and the oil cargo was stolen. Two crew members were injured during the incident and are being evacuated from the tanker. The Malaysian authorities are assisting with the return of the remaining crew members and the tanker.,1,9,XI
103.566666700309,1.10000000011109,37,2015-174,2015/08/09 00:00:00+00,71,Robbers,Bulk Carrier,"SINGAPORE STRAIT: On 9 August near position 01-06N 103-34E, six robbers with long knives in a small fast boat boarded the stern of a bulk carrier underway. They entered the engine room and stole ship's spares. The duty crew sighted the robbers as the robbers were exiting the ship. The alarm was raised and the crew mustered. A search was carried out. Engine spares were reported stolen. MPA Singapore was notified. When the ship entered Singapore Anchorage, the CoastGuard boarded the ship for an investigation.",1,3,XI
101.000000000014,3.00000000044236,38,1994-32,1994/06/01 00:00:00+00,71,PIRATES,VIETNAMESE,"FROM BIMCO WEEKLY NEWS, DATED 27 JULY 1994:                            VIETNAMESE BORDER POLICE HAVE MANAGED TO MAKE ARRESTS IN               EIGHT CASES OF PIRACY DURING THE FIRST SIX MONTHS OF 1994, THE         VIETNAMESE GOVERNMENT HAS SAID.  SOME 28 CASES OF PIRACY HAVE          BEEN REPORTED TO THE VIETNAMESE AUTHORITIES, WITH FIVE PEOPLE          KILLED AS A RESULT OF THE PIRATES' ACTIVITIES.  THE VIETNAMESE         HAVE SAID THAT ANTI-PIRACY ACTIVITIES HAVE BEEN STEPPED UP,            ALTHOUGH MOST PIRATES ACTIVE IN VIETNAMESE WATERS HAVE COME            FROM CHINA, CAMBODIA AND THAILAND. A TWO DAY CONFERENCE ON PIRACY IN KUALA LUMPUR HAS ALSO REVEALED THAT THE USE OF PHANTOM SHIPS        AND THE HIJACKING OF ENTIRE CARGOES IS ON THE INCREASE.",1,13,XI
120.583335999796,14.5000000003646,39,1994-33,1994/08/03 00:00:00+00,91,PIRATES,M/V GORNO ALTAYSK,M/V GORNO ALTAYSK WHILE AT ANCHOR IN MANILA BAY WAS ATTACKED BY        PIRATES. TWO BOAT LOADS OF PIRATES BOARDED THE M/V DURING A STORM.     PIRATES WERE ABLE TO GET ON BOARD BY CLIMBING THROUGH THE HOLE FOR     THE ANCHOR CHAIN. GUARDS POSTED ON THE M/V SPOTTED THEM AND OPENED     FIRE. A COAST GUARD PATROL BOAT HEARD THE SHOOTING AND CHASED THE      PIRATES AWAY. NOBODY AMONG THE CREW OR COAST GUARD WAS HURT. FIRST     ATTACK IN MANILA BAY IN SEVERAL YEARS.,1,5,XI
120.5500030002,14.5166659996899,40,1994-34,1994/08/20 00:00:00+00,91,PIRATES,TUG FOKU MARU NO. 8,FIVE PIRATES ARMED WITH KNIVES ROBBED THE CREW OF THEIR BELONGINGS     WHILE THE TUG WAS IN MANILA BAY. TWO CREWMEN OF THE TUG WERE           HURT IN THE ATTACK.,1,10,XI
-40.3499979999231,-20.3166679998186,41,1994-35,1994/08/14 00:00:00+00,24,PIRATESS,M/V ALEXANDERGRACHT,"DUTCH M/V ALEXANDERGRACHT WAS ATTACKED BY FOUR ARMED PIRATES           WITH HANDGUNS IN VITORIA ROADS, BRAZIL. NO INJURIES OR DAMAGE          TO VESSEL. ABOUT 10,000 US DOLLARS WORTH OF CASH/PROPERTY              STOLEN FROM CREW.",1,5,V
-46.3666650003879,-23.9333320002473,42,1994-36,1994/08/17 00:00:00+00,24,PIRATES,M/V MAERSK LA PLATA,"CONTAINER VESSEL MAERSK LA PLATA WAS INVADED BY 10 ARMED PIRATES       WHILE AT ANCHOR IN SANTOS. PIRATES STOLE ELECTRONIC EQUIPMENT,         MONEY AND CREW'S BELONGINGS. PIRATES DEPARTED IN TWO SMALL BOATS.      NO CARGO FROM THE CONTAINERS WAS STOLEN.",1,5,V
120.966667000166,14.6166670003688,43,1994-37,1994/08/20 00:00:00+00,91,PIRATES,TUG FUKU MARU NO. 8,"20 AUG 94, TUG FUKU MARU NO. 8 WAS ATTACKED BY SIX PIRATES OFF         MANILA YACHT BASIN IN THE PHILIPPINES. PIRATES STOLE TWO RADIO         SETS, COMPASS, TELESCOPE AND MONIES OF VARIOUS CURRENCIES FROM THE     MASTER. ONE OF THE PIRATES WAS A FEMALE AND OFFERED SEX AS BAIT.       PIRATES ESCAPED TOWARDS THE SHANTYTOWN NEAR MANILA NORTH HARBOR.",1,10,XI
105.000000000144,2.49999999997652,44,1989-15,1989/06/13 00:00:00+00,71,PIRATES,MAJOR SHIPPING,"SOUTH CHINA SEA.                                                                                                                              1. A LIBERIAN-REGISTERED PETROLEUM GAS TANKER OPERATED BY A JAPANESE   COMPANY WAS ATTACKED AUGUST 6, 1989 BY THREE SWORD-WIELDING PIRATES    OFF THE ANAMBAS ISLANDS OF INDONESIA WHILE ENROUTE TO JAPAN FROM THE   UNITED ARAB EMIRATES. THE PIRATES ROBBED THE CREW MEMBERS OF CASH      AND OTHER VALUABLES.                                                   2. ON AUGUST 7, 1989 A PANAMANIAN-REGISTERED FREIGHTER OPERATED BY     A JAPANES-FIRM WAS ATTACKED BY FOUR PIRATES OFF THE SAME ISLANDS       WHILE ON THE WAY TO JAPAN FROM SINGAPORE. PIRATES ROBBED THE CREW      OF THE 15000-TON FREIGHTER OF CASH AND VALUABLES.                      3. THE PIRATES ATTACKED BY APPROACHING THE VESSELS IN WOODEN HIGH-     SPEED BOATS, AVOIDING DETECTION BY RADAR.                              4. GREEK AND NORWEGIAN VESSELS WERE ALSO PIRATED ON AUGUST 8 AND 9     RESPECTIVELY.                                                                                                                                 POSITION GIVEN FOR REFERENCE ONLY, NOT ACTUAL LOCATION OF INCIDENT.",1,11,XI
35.9999999997109,-20.0000000003014,45,1989-7,1989/07/06 00:00:00+00,61,UNKNOWN  TERRORISTS,OCEAN STAR,"AFRICA, WEST COAST.                                                    THE OCEAN STAR AND ANOTHER YACHT WERE FIRED UPON WHILE SAILING OFF     THE MOSAMBICAN COAST, SOUTH OF PUNTA DA BARRA DE SOUSA.                THE ATTACK LASTED 15 MINUTES. NO PERSONAL OR PROPERTY DAMAGE           REPORTED.                                                                                                                                     POSITION GIVEN FOR REFERENCE ONLY NOT ACTUALY LOCATION OF INCIDENT.",6,11,VII
35.2499999999115,34.1666679995632,46,1989-8,1989/07/01 00:00:00+00,56,SYRIA,SEA TIGER,LEBANON.                                                               THE LEBANESE YACHT SEA TIGER AND HER CREW OF SIX WERE INTERCEPTED BY   SYRIAN GUNBOATS OFF OF LEBANON'S CHRISTIAN ENCLAVE AND TAKEN TO THE    PORT OF TARTOUS WHERE THEY WERE QUESTIONED BY SYRIAN AUTHORITIES.      THE YACHT AND CREW WERE RELEASED. NO INJURIES REPORTED.,2,11,III
